Geneid	Chr	Start	End	Strand	Length
ENSG00000134612	chr11	89371683	89371798	+	2660
ENSG00000255385	chr11	89433932	89434493	+	562
ENSG00000214414	chr11	89443467	89443877	+	1353
ENSG00000255486	chr11	89456650	89457330	-	758
ENSG00000255540	chr11	89464185	89467950	+	3766
ENSG00000234376	chr11	89485953	89487143	-	1191
ENSG00000254971	chr11	89487150	89487266	-	486
ENSG00000255170	chr11	89498052	89498306	+	255
ENSG00000204456	chr11	89499608	89500241	-	755
ENSG00000254751	chr11	89510149	89510558	+	1342
ENSG00000255162	chr11	89519113	89519581	+	1454
ENSG00000255285	chr11	89522580	89522901	-	322
ENSG00000168930	chr11	89530823	89531797	-	2163
ENSG00000250946	chr11	89553250	89553660	+	1238
ENSG00000166013	chr11	89575165	89575355	+	1720
ENSG00000204455	chr11	89586008	89586095	+	1469
ENSG00000254558	chr11	89597016	89597758	-	1178
ENSG00000189253	chr11	89602450	89604282	-	2689
ENSG00000255235	chr11	89617095	89617280	-	284
ENSG00000254617	chr11	89620534	89620563	+	590
ENSG00000254785	chr11	89628967	89628970	-	3198
ENSG00000255055	chr11	89641708	89642215	+	508
ENSG00000223417	chr11	89644279	89645254	-	2164
ENSG00000233802	chr11	89657232	89657341	+	1638
ENSG00000254818	chr11	89677203	89680460	+	3915
ENSG00000255360	chr11	89688314	89688578	-	323
ENSG00000254655	chr11	89693590	89693792	+	203
ENSG00000204450	chr11	89701672	89702079	+	2689
ENSG00000255305	chr11	89711708	89712562	+	1677
ENSG00000237706	chr11	89714609	89715284	-	1668
ENSG00000225581	chr11	89726704	89727384	-	1544
ENSG00000255184	chr11	89750779	89751217	-	1202
ENSG00000204449	chr11	89764274	89764412	+	2766
ENSG00000254803	chr11	89783113	89783434	+	322
ENSG00000254916	chr11	89785005	89786011	-	1459
ENSG00000223709	chr11	89789145	89791263	-	2976
ENSG00000255011	chr11	89804304	89804331	+	217
ENSG00000254888	chr11	89808007	89808264	-	258
ENSG00000255009	chr11	89819081	89820299	+	1219
ENSG00000254436	chr11	89831589	89831985	-	397
ENSG00000207299	chr11	89851559	89851629	+	71
ENSG00000077616	chr11	89864683	89864985	+	7254
ENSG00000110172	chr11	89934328	89935719	-	10655
ENSG00000261645	chr11	89984400	89984485	+	2926
ENSG00000214391	chr11	90015728	90017340	+	1613
ENSG00000223101	chr11	90057944	90058052	+	109
ENSG00000266703	chr11	90288942	90289025	-	84
ENSG00000221586	chr11	90602289	90602370	-	82
ENSG00000254677	chr11	90847892	90849119	-	1228
ENSG00000255070	chr11	90849129	90849723	+	595
ENSG00000255187	chr11	90891251	90891455	+	504
ENSG00000255332	chr11	91527528	91527588	+	1542
ENSG00000254961	chr11	91682897	91683200	-	304
ENSG00000242248	chr11	91894272	91895055	+	784
ENSG00000235547	chr11	92069198	92069662	-	465
ENSG00000165323	chr11	92085262	92088570	+	19420
ENSG00000249255	chr11	92099662	92100416	-	755
ENSG00000254705	chr11	92133357	92133588	-	775
ENSG00000244244	chr11	92231318	92232101	-	784
ENSG00000239086	chr11	92462496	92462581	-	86
ENSG00000255506	chr11	92481898	92482235	-	583
ENSG00000255127	chr11	92647768	92647842	+	963
ENSG00000255287	chr11	92670607	92670832	+	226
ENSG00000254874	chr11	92698963	92699163	+	266
ENSG00000134640	chr11	92702886	92703114	+	1956
ENSG00000242807	chr11	92785561	92785993	-	433
ENSG00000180773	chr11	92877341	92882010	-	9681
ENSG00000255445	chr11	92885241	92885916	+	676
ENSG00000233737	chr11	92954652	92954796	-	145
ENSG00000255233	chr11	92973299	92973402	+	400
ENSG00000165325	chr11	93063137	93063407	+	4151
ENSG00000221565	chr11	93140991	93141079	-	89
ENSG00000166002	chr11	93211638	93212450	-	1223
ENSG00000234106	chr11	93268634	93268982	+	349
ENSG00000240202	chr11	93290079	93290369	+	291
ENSG00000255515	chr11	93342926	93343499	-	574
ENSG00000166004	chr11	93394805	93394940	+	9493
ENSG00000199875	chr11	93452769	93452881	+	113
ENSG00000254911	chr11	93454679	93455032	+	354
ENSG00000166012	chr11	93463114	93464382	-	8420
ENSG00000207112	chr11	93463679	93463812	-	134
ENSG00000206799	chr11	93464145	93464265	-	121
ENSG00000202314	chr11	93464668	93464740	-	73
ENSG00000206834	chr11	93465170	93465299	-	130
ENSG00000207304	chr11	93465527	93465665	-	139
ENSG00000239195	chr11	93466394	93466466	-	73
ENSG00000207145	chr11	93466632	93466763	-	132
ENSG00000221170	chr11	93466840	93466930	-	91
ENSG00000210825	chr11	93468277	93468402	-	126
ENSG00000182919	chr11	93474757	93474894	+	6269
ENSG00000042429	chr11	93517393	93517929	+	10773
ENSG00000238437	chr11	93530379	93530479	+	101
ENSG00000265292	chr11	93533649	93533916	+	268
ENSG00000214376	chr11	93551398	93554049	-	3849
ENSG00000206911	chr11	93560788	93560900	+	113
ENSG00000255995	chr11	93724512	93724595	-	84
ENSG00000256752	chr11	93731809	93732384	-	576
ENSG00000181333	chr11	93754527	93754704	+	5345
ENSG00000227593	chr11	93788189	93789138	-	950
ENSG00000110218	chr11	93862094	93862659	+	2769
ENSG00000256745	chr11	93921615	93922163	-	549
ENSG00000250519	chr11	93971316	93971443	+	723
ENSG00000183560	chr11	94038759	94038940	+	826
ENSG00000123901	chr11	94110477	94113939	-	4282
ENSG00000263966	chr11	94149876	94149927	+	52
ENSG00000020922	chr11	94152895	94153347	-	3538
ENSG00000221230	chr11	94199661	94199746	-	86
ENSG00000255893	chr11	94206074	94206627	-	581
ENSG00000168876	chr11	94226795	94227336	+	3526
ENSG00000257057	chr11	94245747	94245839	+	552
ENSG00000134627	chr11	94277006	94277155	+	4558
ENSG00000196371	chr11	94277017	94283063	+	6047
ENSG00000255929	chr11	94278496	94279012	-	1175
ENSG00000233536	chr11	94371204	94371235	+	712
ENSG00000255666	chr11	94375073	94375110	+	908
ENSG00000166025	chr11	94439597	94439763	+	10035
ENSG00000256469	chr11	94607217	94607712	-	593
ENSG00000213368	chr11	94646212	94646931	+	720
ENSG00000150316	chr11	94695787	94696679	-	2989
ENSG00000186280	chr11	94706845	94707232	+	2978
ENSG00000255653	chr11	94745022	94745696	+	675
ENSG00000235268	chr11	94758422	94760760	+	2339
ENSG00000256779	chr11	94770646	94771620	+	975
ENSG00000257012	chr11	94773575	94774735	+	1161
ENSG00000255855	chr11	94782586	94784109	+	1524
ENSG00000180771	chr11	94800056	94800900	+	4331
ENSG00000271885	chr11	94800361	94802388	+	2028
ENSG00000149218	chr11	94822974	94823391	+	4687
ENSG00000270689	chr11	94876801	94878289	+	1489
ENSG00000270578	chr11	94878601	94879168	+	568
ENSG00000245552	chr11	94883703	94885188	+	5320
ENSG00000149212	chr11	94898704	94906505	-	10370
ENSG00000201204	chr11	95206436	95206538	-	103
ENSG00000250390	chr11	95215570	95215824	+	570
ENSG00000255605	chr11	95431250	95431374	+	506
ENSG00000077458	chr11	95502106	95504814	-	6042
ENSG00000166037	chr11	95523129	95523306	+	7101
ENSG00000256885	chr11	95556681	95557258	-	654
ENSG00000087053	chr11	95566046	95568615	-	6119
ENSG00000222578	chr11	95573181	95573288	-	108
ENSG00000242993	chr11	95696383	95696788	+	406
ENSG00000184384	chr11	95709762	95713127	-	7106
ENSG00000266192	chr11	96074602	96074690	+	89
ENSG00000149231	chr11	96085933	96086878	-	6985
ENSG00000183340	chr11	96123153	96126727	+	4226
ENSG00000255679	chr11	96180296	96180407	-	426
ENSG00000200411	chr11	96207736	96207856	-	121
ENSG00000256684	chr11	96241589	96241645	+	404
ENSG00000254587	chr11	96461317	96461474	+	1647
ENSG00000255376	chr11	96513671	96514225	-	555
ENSG00000255205	chr11	96871274	96871711	-	438
ENSG00000270753	chr11	96957160	96957682	-	523
ENSG00000255039	chr11	97093644	97094020	-	734
ENSG00000199315	chr11	97528464	97528582	+	119
ENSG00000255502	chr11	97749781	97749901	-	1100
ENSG00000254555	chr11	97779253	97779537	-	285
ENSG00000216073	chr11	97783797	97783889	-	93
ENSG00000255380	chr11	98000967	98001926	-	960
ENSG00000254939	chr11	98435804	98437557	-	1754
ENSG00000254599	chr11	98547121	98547239	+	435
ENSG00000254830	chr11	98809642	98809983	-	380
ENSG00000149972	chr11	98891683	98892000	+	9048
ENSG00000223269	chr11	98990906	98991220	+	315
ENSG00000266616	chr11	99295669	99295736	-	68
ENSG00000255547	chr11	100207588	100208357	+	770
ENSG00000242165	chr11	100512709	100513004	-	296
ENSG00000255059	chr11	100537190	100537693	+	504
ENSG00000248027	chr11	100554893	100556434	-	1865
ENSG00000165895	chr11	100558384	100558563	+	6944
ENSG00000265208	chr11	100665172	100665266	+	95
ENSG00000200047	chr11	100710361	100710677	+	317
ENSG00000238388	chr11	100805005	100805109	+	105
ENSG00000170647	chr11	100862811	100864663	+	1853
ENSG00000082175	chr11	100900355	100910002	-	15305
ENSG00000255504	chr11	101018881	101018963	+	867
ENSG00000137672	chr11	101322295	101323837	-	5537
ENSG00000263885	chr11	101390551	101390636	-	86
ENSG00000254506	chr11	101455026	101455855	+	2371
ENSG00000254534	chr11	101636666	101637899	-	1663
ENSG00000187151	chr11	101761405	101762329	-	2368
ENSG00000110318	chr11	101785746	101786143	+	8191
ENSG00000137691	chr11	101918174	101918627	+	2647
ENSG00000252679	chr11	101927694	101927748	+	55
ENSG00000239154	chr11	101929036	101929139	-	104
ENSG00000260008	chr11	101978617	101980573	+	1957
ENSG00000137693	chr11	101981192	101981900	+	6296
ENSG00000254422	chr11	102100582	102101013	-	628
ENSG00000243777	chr11	102165791	102166537	+	747
ENSG00000270868	chr11	102176843	102177002	+	160
ENSG00000271600	chr11	102179288	102179528	-	241
ENSG00000212466	chr11	102184453	102184560	+	108
ENSG00000023445	chr11	102188215	102188302	+	7484
ENSG00000110330	chr11	102217942	102218576	+	4517
ENSG00000152558	chr11	102267063	102269622	-	4647
ENSG00000255337	chr11	102323650	102323780	+	692
ENSG00000255482	chr11	102337986	102338099	+	494
ENSG00000137673	chr11	102391239	102391535	-	2323
ENSG00000137674	chr11	102447566	102448157	-	2551
ENSG00000256916	chr11	102477647	102477724	+	1400
ENSG00000255798	chr11	102552041	102552105	+	721
ENSG00000137675	chr11	102562218	102562741	-	1913
ENSG00000118113	chr11	102582526	102584188	-	3438
ENSG00000255282	chr11	102617699	102617936	+	3331
ENSG00000225678	chr11	102621801	102621907	-	1000
ENSG00000256254	chr11	102637532	102638658	-	1127
ENSG00000166670	chr11	102641234	102641624	-	1758
ENSG00000196611	chr11	102660651	102661252	-	1970
ENSG00000256035	chr11	102677679	102678647	-	969
ENSG00000149968	chr11	102706532	102706957	-	2048
ENSG00000110347	chr11	102733467	102733931	-	1879
ENSG00000255469	chr11	102751222	102751576	+	355
ENSG00000238562	chr11	102774622	102774683	-	62
ENSG00000137745	chr11	102813724	102815095	-	2834
ENSG00000239861	chr11	102915966	102916441	+	476
ENSG00000260966	chr11	102921416	102926528	-	5113
ENSG00000137692	chr11	102932805	102933143	-	1700
ENSG00000187240	chr11	102980160	102980498	+	14284
ENSG00000254895	chr11	103272741	103273314	-	574
ENSG00000254931	chr11	103273316	103274150	-	835
ENSG00000255417	chr11	103274240	103274895	-	656
ENSG00000255350	chr11	103275037	103276562	-	1526
ENSG00000254565	chr11	103276941	103277969	-	1029
ENSG00000253245	chr11	103278169	103279104	-	936
ENSG00000254824	chr11	103280308	103280385	-	78
ENSG00000254987	chr11	103546722	103546902	-	562
ENSG00000264200	chr11	103720634	103720708	+	75
ENSG00000170962	chr11	103777914	103780547	-	4266
ENSG00000255548	chr11	103816276	103816725	+	547
ENSG00000170967	chr11	103907308	103909922	+	2615
ENSG00000252251	chr11	104123307	104123343	+	37
ENSG00000256422	chr11	104316596	104316740	-	1289
ENSG00000270449	chr11	104553111	104553309	-	199
ENSG00000254569	chr11	104743991	104744144	+	154
ENSG00000204403	chr11	104756445	104756829	-	1786
ENSG00000235505	chr11	104772276	104772386	-	4307
ENSG00000196954	chr11	104813593	104815578	-	7256
ENSG00000137757	chr11	104864962	104865074	-	1592
ENSG00000137752	chr11	104896170	104897083	-	3722
ENSG00000204397	chr11	104912053	104912446	-	1688
ENSG00000254750	chr11	104934072	104934173	-	1258
ENSG00000255221	chr11	104963196	104963311	-	466
ENSG00000255430	chr11	104993388	104993483	-	212
ENSG00000255501	chr11	105008448	105008825	-	940
ENSG00000254998	chr11	105028654	105028817	-	445
ENSG00000254767	chr11	105065167	105065673	-	507
ENSG00000255336	chr11	105117607	105117787	-	181
ENSG00000152578	chr11	105480721	105480750	+	10083
ENSG00000255403	chr11	105577025	105578663	+	1639
ENSG00000222663	chr11	105695360	105695496	+	137
ENSG00000263371	chr11	105804680	105804760	+	81
ENSG00000252081	chr11	105845553	105845658	-	106
ENSG00000170903	chr11	105866350	105866776	-	5105
ENSG00000182359	chr11	105921825	105925182	-	5516
ENSG00000149313	chr11	105946228	105946303	+	6183
ENSG00000254433	chr11	105956717	105957099	-	1247
ENSG00000254580	chr11	105983186	105983350	-	409
ENSG00000254811	chr11	106120746	106120994	+	3268
ENSG00000255065	chr11	106180772	106180985	+	1469
ENSG00000152402	chr11	106544738	106558482	-	16361
ENSG00000264542	chr11	106672075	106672218	-	144
ENSG00000213252	chr11	106697118	106698616	-	1499
ENSG00000255353	chr11	107047012	107048256	+	1245
ENSG00000261098	chr11	107182858	107186997	-	4140
ENSG00000152404	chr11	107197071	107197779	-	3583
ENSG00000225215	chr11	107274130	107275315	-	1186
ENSG00000137760	chr11	107373452	107375941	-	4506
ENSG00000270969	chr11	107456627	107457629	-	1003
ENSG00000110675	chr11	107461817	107462135	+	5856
ENSG00000268467	chr11	107462471	107462727	+	972
ENSG00000255483	chr11	107471105	107471594	-	490
ENSG00000254758	chr11	107513613	107513761	-	660
ENSG00000170290	chr11	107578104	107578731	-	906
ENSG00000268602	chr11	107582998	107583019	+	39
ENSG00000254702	chr11	107606735	107607678	-	1599
ENSG00000214306	chr11	107643129	107643398	+	318
ENSG00000214305	chr11	107650219	107650267	+	297
ENSG00000110660	chr11	107661717	107663526	-	3717
ENSG00000240652	chr11	107779146	107779490	+	345
ENSG00000179331	chr11	107799229	107799521	+	1830
ENSG00000166266	chr11	107879459	107880098	+	6742
ENSG00000200855	chr11	107955640	107955741	+	102
ENSG00000255467	chr11	107975801	107976153	-	964
ENSG00000075239	chr11	107992243	107992405	+	5584
ENSG00000149308	chr11	108027942	108029746	-	7534
ENSG00000149311	chr11	108093211	108098423	+	22317
ENSG00000206967	chr11	108100230	108100331	-	102
ENSG00000269042	chr11	108130255	108130282	-	51
ENSG00000166323	chr11	108179246	108179798	-	3524
ENSG00000221607	chr11	108340182	108340279	-	98
ENSG00000178202	chr11	108342832	108345679	-	4993
ENSG00000110723	chr11	108376158	108385602	-	10843
ENSG00000178105	chr11	108535752	108536066	+	8461
ENSG00000240698	chr11	108561016	108561683	-	668
ENSG00000254730	chr11	108598468	108598528	-	320
ENSG00000255379	chr11	108693060	108693377	-	318
ENSG00000203334	chr11	108828445	108829910	+	2076
ENSG00000255528	chr11	108873192	108873299	-	333
ENSG00000201243	chr11	108876244	108876350	+	107
ENSG00000200613	chr11	108991605	108991713	-	109
ENSG00000264997	chr11	109134221	109134291	-	71
ENSG00000255028	chr11	109225812	109225861	-	1091
ENSG00000185742	chr11	109292846	109292989	+	5884
ENSG00000254890	chr11	109357694	109358150	-	457
ENSG00000254482	chr11	109508194	109508854	-	661
ENSG00000254659	chr11	109622168	109622245	-	620
ENSG00000254798	chr11	109777730	109778467	-	738
ENSG00000224776	chr11	109852918	109853769	+	852
ENSG00000270423	chr11	109855969	109856386	-	418
ENSG00000255210	chr11	109920253	109920885	+	633
ENSG00000149289	chr11	109964087	109964158	+	9719
ENSG00000137710	chr11	110045605	110045959	-	6588
ENSG00000254416	chr11	110225855	110226243	+	781
ENSG00000137714	chr11	110300607	110301029	+	3206
ENSG00000137727	chr11	110447766	110451949	-	7125
ENSG00000233497	chr11	110658749	110659735	-	987
ENSG00000255149	chr11	110747718	110747901	-	184
ENSG00000200168	chr11	110910822	110910932	-	111
ENSG00000271390	chr11	110960594	110961092	-	499
ENSG00000271584	chr11	110962656	110963035	-	508
ENSG00000239354	chr11	110976271	110976619	-	349
ENSG00000270202	chr11	110977784	110978474	-	691
ENSG00000150750	chr11	111126707	111126817	+	1205
ENSG00000196167	chr11	111164114	111169391	-	5784
ENSG00000214290	chr11	111169565	111169783	+	2025
ENSG00000264032	chr11	111218482	111218549	+	68
ENSG00000110777	chr11	111222977	111225300	-	7416
ENSG00000253099	chr11	111253817	111253944	+	128
ENSG00000255428	chr11	111284967	111285465	-	2587
ENSG00000255208	chr11	111320593	111320621	+	521
ENSG00000255093	chr11	111322064	111322134	+	1172
ENSG00000137707	chr11	111338251	111338406	-	1801
ENSG00000207811	chr11	111383663	111383746	+	84
ENSG00000207562	chr11	111384164	111384240	+	77
ENSG00000254980	chr11	111384768	111385818	-	1155
ENSG00000183644	chr11	111385510	111385735	+	3280
ENSG00000204381	chr11	111411005	111411059	+	2938
ENSG00000170145	chr11	111473115	111473422	+	9796
ENSG00000235286	chr11	111541680	111543128	-	1449
ENSG00000223324	chr11	111553835	111554148	+	314
ENSG00000137713	chr11	111597632	111597781	-	6720
ENSG00000254990	chr11	111639392	111639863	-	885
ENSG00000086848	chr11	111652919	111656818	-	8014
ENSG00000258529	chr11	111657010	111657244	-	3347
ENSG00000254450	chr11	111687938	111688263	-	684
ENSG00000254949	chr11	111734977	111735183	+	207
ENSG00000255561	chr11	111744780	111746828	-	3551
ENSG00000137720	chr11	111749659	111749764	+	3831
ENSG00000176343	chr11	111759923	111760198	-	276
ENSG00000109846	chr11	111779289	111779691	-	3034
ENSG00000170276	chr11	111782966	111783647	+	1508
ENSG00000254445	chr11	111783460	111783647	+	2058
ENSG00000149300	chr11	111788756	111788896	+	1800
ENSG00000150764	chr11	111797868	111798111	+	8509
ENSG00000238965	chr11	111799124	111799232	+	109
ENSG00000255286	chr11	111816363	111816518	-	353
ENSG00000255334	chr11	111886031	111886249	+	322
ENSG00000150768	chr11	111895538	111896475	+	4831
ENSG00000230911	chr11	111900582	111901091	-	510
ENSG00000238444	chr11	111903223	111903322	-	100
ENSG00000271025	chr11	111907351	111907587	-	237
ENSG00000150773	chr11	111934734	111934945	-	2474
ENSG00000150776	chr11	111944810	111945640	+	5755
ENSG00000150779	chr11	111955524	111956186	-	1166
ENSG00000204370	chr11	111957497	111957683	+	2126
ENSG00000255292	chr11	111957627	111957683	+	1190
ENSG00000150782	chr11	112013974	112014540	-	2628
ENSG00000254638	chr11	112035920	112036242	-	594
ENSG00000150783	chr11	112038095	112038210	+	1155
ENSG00000272790	chr11	112041253	112041253	+	618
ENSG00000197580	chr11	112046190	112046412	+	6789
ENSG00000214264	chr11	112051496	112051895	+	1166
ENSG00000255231	chr11	112079324	112079621	+	298
ENSG00000243930	chr11	112089049	112089443	+	395
ENSG00000150787	chr11	112097088	112097249	+	3130
ENSG00000243250	chr11	112106094	112106748	-	655
ENSG00000215954	chr11	112118553	112118647	+	95
ENSG00000188771	chr11	112118876	112119697	-	1541
ENSG00000268472	chr11	112130988	112132117	+	1130
ENSG00000213234	chr11	112138013	112139094	-	1082
ENSG00000250303	chr11	112141472	112141506	+	5018
ENSG00000206772	chr11	112223279	112223385	-	107
ENSG00000254968	chr11	112263841	112263964	+	1583
ENSG00000213233	chr11	112332191	112332643	-	453
ENSG00000255484	chr11	112404945	112406575	-	2065
ENSG00000212397	chr11	112473077	112473175	-	99
ENSG00000254626	chr11	112658027	112658445	+	832
ENSG00000247416	chr11	112830002	112831574	-	1975
ENSG00000149294	chr11	112831997	112832386	+	12768
ENSG00000238998	chr11	112848075	112848142	+	68
ENSG00000227487	chr11	113140254	113140370	-	1198
ENSG00000255129	chr11	113149159	113149465	-	958
ENSG00000149292	chr11	113185251	113185922	+	5302
ENSG00000270179	chr11	113239200	113239839	+	640
ENSG00000170209	chr11	113258513	113258791	+	2598
ENSG00000256757	chr11	113276043	113276206	+	524
ENSG00000149295	chr11	113280318	113281642	-	4117
ENSG00000265140	chr11	113320745	113320810	-	66
ENSG00000166682	chr11	113558272	113558996	-	2662
ENSG00000256091	chr11	113582442	113583120	+	679
ENSG00000086827	chr11	113603909	113604536	-	2992
ENSG00000243353	chr11	113621838	113622008	-	171
ENSG00000257070	chr11	113640382	113640716	+	335
ENSG00000256603	chr11	113641115	113641278	-	586
ENSG00000228607	chr11	113650469	113651222	+	754
ENSG00000256167	chr11	113659953	113662088	+	2136
ENSG00000255870	chr11	113659964	113660749	+	786
ENSG00000257101	chr11	113662188	113662474	+	287
ENSG00000048028	chr11	113668596	113670137	-	5719
ENSG00000256452	chr11	113688799	113688929	+	158
ENSG00000255710	chr11	113691578	113692607	-	1030
